,drug,drug_name
53446170,ANAT03,"*(r) Enalapril 5 mg , ,SMI=(Enalapril Maleate"
53446519,ASPT04,*(c) Aspent TAB 300 MG
53446520,BENT02,*(c) ProbenTab 500 mg
53446521,TOLT01,*(c) Tolchicine Tab 0.6mg
53446522,ATOT02,*(c) Atorvastatin Tab 40 mg (SANDOZ FCT)
53447953,EMEI01,*(d) Emetex Inj. 500 mg (X)E0089 *Chemo* *
53449823,MINI01,*(d) Minirin (ddavp) Inj 4 mcg/ml (1 ml)     
53452139,APRT03,*(d) *ApreSOLIN Tab 25 mg                    
53456649,MXEYSA6265,SA 60 wf 26.5  IOL /
53459011,THYT03,*(c)*(d) Thyrosit Tab 100 mcg             
53459012,DEAT01,*(c)*(d) Deanxit Tab                      
53459226,VESI01,*Off Auto*Vesimycin 2mg Inj.*Chemo* (X)V0027 *HAD*
53459388,EVOE01,*(d) Evoflo Evo 25/125 mcg ( seretide e
53462954,SIXT01,*Off Auto**(d) Sixime Cap 100 mg
53463290,VANI03,(ID)Vancin-S Inj **1GM**() 
53463299,NEOT02,*(d) Neotigason Cap 25 mg                    
53463343,STOE02,*(d) Stomahesive powder 1 oz              
53466115,MXLMSTJDE,Biometrix Alpha / Freedom Drug Eluting Stent [4305
53466340,PROI10,*(d) Profilnine SD 500 IU ED(2)
53466650,CLOT07,*Off Auto**(d) Clopidogrel Tab 75 mg (NHSO/)  
53468840,SODH01,*(d) EDTA Sodium Eye Drop 0.9% (10ml)     
53470279,GLYI05,Glycophos 306.1mg sol.(20ml)                      
53470280,GLYI05,Glycophos 306.1mg sol.(20ml)
53472035,CIPI02,Ciprobay   INJ. *400  mg/200 ml              
53472045,CIPI02,*(c)Ciprobay   INJ. *400  mg/200 ml               
53472052,CIPI02,*(c)Ciprobay   INJ. *400  mg/200 ml
53473218,ZEMT01,*(d) Zemiglo Tab 50 mg                       
53473740,RILT01,*(d) Rilpivirine Tab 25 mg ( NAP ) (Edurant) 
53475237,VALT06,Valatan Tab 160 mg                        
53481028,RISL01,*(d) *Risperdal Sol (1 mg/ml) 30 ml
53484732,CART11,(6)CarDOXA Tab 4 mg
53484733,PRET06,(6)Prenolol Tab 50 mg
53484734,BEST02,(6)Bestatin TAB 40 MG.
53484736,CONT03,(6)ConTROloc TAB 40 MG
53488837,XANT07,*(c)*(d) *Xandase Tab 300mg
53491343,XANT07,*(d) *Xandase Tab 300mg                      
53491668,FLUL01,*(d) Fluimucil 100 mg                        
53496082,MXECCKAC,Crescent Knife Angled Beaved / /
53496107,NEVT06,*(d) **Nevirapine 200 mg (Atlanta)
53496118,DIAI08,*(d) Dianeal 2.5% 2 L PD4 (FNB9776)
53497590,MEDT03,*(c) Multivitamin Tab ( Medicvit )
53497591,ZERT03,*(c) Zertine Tab 10 mg
53506664,MXSPGVPSM,Programmable VP Shunt / 
53506907,GLYLX1,*(d) Glycerine 99.5% 60 ml                   
53508770,NIST01,*Off Auto**(d) Niser Tab 30 mg                    
53511787,HYDT02,*(d) Hydrea Cap 500 mg (X)H0007 *HAD*             
53517297,ULTT02,*Off Auto*Ultracet Caplet                 
53523740,KYJE02,*(d) K-Y Jelly 42 g                               
53523784,HILT01,*Off Auto**(d) Apresoline Tab 25 mg (Hilazin)
53524487,KCLI01,*(s) KCL Inj 20 meq *HAD*                 
53526234,XANT07,*(d) *Xandase Tab 300mg                   
53528909,COSE01,*Off Auto**(d) Cosopt Eye Drops 5 ml              
53528910,VIDE01,*Off Auto**(d) Vidisic Gel 10 g                   
53532964,MIDI02,*(s) Midazolam Inj 5 mg/ml *HAD*             
53532969,KETI01,*(d) Ketamine Inj (50 mg/ml) 10 ml *HAD*     
53535142,FLUH01,*(d) Acetylcysteine Eye Drop 10% (10ml)      
53535144,AMIH01,*(d) Amikacin Eye Drop 20mg/ml (10ml)     
53535145,FLUH01,*(d) Acetylcysteine Eye Drop 10% (10ml)   
53553444,ACTI05,Actemra Inj 400 mg/20 ml  **                     
53555166,NORI02,*(d) Norditropin Nordilet Inj. 10 mg/1.5 ml       
53558218,CADT03,*Off Auto**(d) Caduet (10/40) Tab                 
53558494,CHLI03,ChlorPROmaZine Inj 50 mg/2 ml             
53560157,GENI03,*(r) Gensulin M 50 Inj 3 ml (100 iu/ml)
53560158,LORT03,*(r) LoRANTA Tab 50 mg
53560159,SERE05,*(r) Seretide Accuhaler (50/250)
53560160,INSI01,"*(r) Insulatard HM Inj1,000 U/10 ml (NPH)"
53561230,LOPT06,(d) Lopi/Ritonavir Tab 200/50 mg( 
53563520,MXCEWPPS,Bovine Pericardial Patch / /             
53566112,HISE01,*(d) Hista-Oph Eye Drops10 ml                     
53567125,OSST03,*(d) Ossobon-D Tab                        
53567707,DIAI09,*(d) Dianeal Ultrabag 4.25% 2L
53568632,DROI01,*(s) *Drocanil-A 2% Inj 20 ml                     
53568634,CAVI02,*(s) CAVUMOX INJ 1.2 GM                           
53569899,ALOI01,*(d) Aloxi Inj 0.25 mg/5 ml               
53575067,FENE02,*(d) Fentanyl () 25 mcg/hr *HAD*           
53575068,FENE01,*(d) Fentanyl () 12 mcg/hr *HAD*           
53575500,FLUI04,*(d) Fluorescein Sod 10% Inj 5 cc (w/ filter)     
53576237,TRA106,*(d) Tracheostomy tube no.6(silver) 10 mm         
53581880,LORT05,*(d) LoRANTA Tab 100 mg                           
53582883,VFET01,*(d) VFEND Tab 200 mg ED(2)              
53584921,MXSPCEEA25,SurgiSleeve XS [] [2.5-6 cm] //
53586875,VITI12,*(s) Vitamin K1 10 mg/ml (ATC)                    
53589080,ZORL01,*(d) Zorax Susp. 200mg/5ml                   
53590881,SODI01,*(d) **Sodium Bicarbonate 7.5% Inj 50 ml
53591849,CARI03,*(s) Cardepine Inj 10 mg/10 ml
53594592,NED021,"*(d) Needle 21G x 1 1/2""disposable                "
53594593,SCA027,*(d) Scalp Vein 27G                               
53594594,EXJT02,*(d) Deferasirox Tab 250 mg (NHSO/) ED(2)    
53594596,ALCE02,*(d) ALCOHOL 70% 240 ML                           
53598882,CISI04,*(d) Cisatracurium Inj 2 mg/ml (5ml) *ANES*  
53601833,MIDI01,*(s) Midazolam Inj 15 mg/3 ml *HAD*       
53601847,OSEH02,*(d) Oseltamivir Susp. 15 mg/ml (30ml)       
53605393,ANAT03,*(c) ANapril Tab 5 mg
53605394,CART09,*(c) Caraten Tab 6.25 mg
53605396,BERT02,*(c) Hyles Tab 25 mg(Spironolactone)
53605397,MOTT02,*(c) Domperidone Tab 10 mg ( Motidom-M )
53605398,TRAT02,*(c) Transamin CAPSULE 250 mg
53605403,MIRT02,*(c) Miracid Cap 20 mg(Omeprazole)
53605439,PENI08,*Off Auto**(d) Pen G Inj 5 mu (Penicillin G)
53610089,XANT07,*Off Auto**(d) *Xandase Tab 300mg
53610097,XANT07,*Off Auto**(d) *Xandase Tab 300mg                 
53610940,CAVI02,*(c) CAVUMOX INJ 1.2 GM
53610941,MUCL03,*(c) Mucotic Sachet 200 mg
53614699,MXLBIVUSPS,[UC]IVUS cath.+ Auto. pull back sled () 
53615413,NEOT02,*Off Auto**(d) Neotigason Cap 25 mg               
53617145,GABT03,*(c) Gabapentin Cap 300 mg (G.P.O.)
53617146,SENT02,*(c) Senolax Tab
53617524,PANI03,*(c) Pantoval I.V. Inj 40 mg
53617525,CEFI05,*(c) Cef-3 Inj 1 g
53617671,DIML01,*(s) Dimetapp Elixir 60 ml                
53623712,CORT07,*(c) CoROdil Tab 10 mg (ISDN)
53623713,HILT01,*(c) Apresoline Tab 25 mg (Hilazin)
53623714,SODT01,*(c) Sodamint Tab 300 mg
53623715,FBCT01,*(c) FBC Tab
53623717,BCOT01,*(c) B CO-ED Tab (Vitamin B Complex)
53625922,BACE02,*(d) Nitrofurazone Oint. 0.2 w/w (Bactacin) 450 gm
53627011,OMVI01,*(s) OMVI (otsuka mv injection)
53628878,AMOT08,*Off Auto**(d) Amoxicillin Cap 500 mg (GPO MOX)   
53628949,XYLE01,*(d) Xylocaine Jelly 2% 30 g                 
53629017,LODI01,"*(c) Lodexa-5 Inj. 5mg ( Dexamethasone Inj,Dexa"
53630951,SODI01,*(c)*(d) *Sodium Bicarbonate 7.5% Inj 50 ml
53636056,MELT03,*(c) Melox Tab 7.5 mg
53636057,AMIT03,*(c) AmiTRIPtyline 25 MG tab
53639951,CART08,*Off Auto**(d) Caraten-25 Tab
53641632,AMAT03,*(c) Amanda Cap 50 mg
53641797,CIPT04,*(c) Ciproxyl Tab 500 mg
53641849,AMIT02,*(c) AmiTRIPtyline Tab 10 mg
53641911,FURT01,*(c) FuroSemide Tab 40 mg
53641912,MADT03,*(c) Madiplot Tab 20 mg
53643652,DILT02,*(c) Dilantin Infatab 50 mg
53643888,CAVI01,*(c) Cavumox Inj 600 mg
53645188,JANT03,*(d) JanuMet 50/500 Tab                   
53645456,DEFT02,*(d) Deferiprone Tab 500 mg (Ferriprox)      
53645461,CALT07,*(c) Caltab-1500
53645462,MEDT01,*(c) Medi-Alpha Cap 0.25 mcg
53645548,BRIT03,*(d) BRILINTA Tab 90 mg                           
53647151,SALT04,*(c) Salofalk Tab 500 mg
53647152,MUCT01,*(c) MuCOSTA Tab 100 mg
53647153,DECT02,*(c) Decaquinon Tab 10 mg
53647154,CALT05,*(c) Caltrate-600 Tab
53647156,BERT03,*(c) Hyles *TAB* 100 MG.
53647286,CLAI04,*(c) CLAraxim Inj 1 g
53647633,VILT01,*(c) Vilerm Tab 400 mg
53647634,COTT01,*(c) Co-Trimoxazole Tab ( 400/80 )
53647911,DIUT01,*(c) Diutropan Tab 5 mg
53647912,BACT01,*(c) Baclosal Tab 10 mg
53647913,SERT15,*(c) Sertraline Sandoz Tab 50mg
53647914,MECT01,*(c) Mecoba Tablet 500 mcg
53647915,NEUT10,*(c) Neuris Tab 1 mg
53647916,BEST02,*(c) Bestatin TAB 40 MG.
53648344,ULST02,*(c) Ulsanic Tab 1 g
53648345,ASPT01,*(c) Aspent-M Tab 81 mg
53649577,VOPT01,*(c) Vopar Tab 250 mg
53649579,CART10,*(c) CarDOXA Tab 2 mg
53649745,SODTX1,*(c) Sodium Bicarbonate Cap 500 mg
53650661,SIAT01,*(c) Siamformet Tab 500 mg ()
53650662,DIPT01,*(c) DiPazide Tab 5 mg **
53650733,ZINT02,*(c) Zincaps 110 mg
53650734,DOUT01,*(c) Douzabox Tab (Vitamin B1-6-12 )
53651488,AZYT01,*(c) Azycin Cap 250 mg
53651530,ZEFI01,*(c) Zefxon Inj 40 mg
53652120,ZEFI02,*(c) Zefa Inj. 1gm
53652121,ROSI01,*(c) ROsil Inj 600 mg/4 ml
53652122,PRET06,*(c) Prenolol Tab 50 mg
53652123,AMLT01,*(c) AmLOpine Tab 5 mg
53652318,PART05,*(c) Pariet Tab 10 mg
53652874,FOLT02,*(c) Folivit Tab 5 mg
53652875,EUTT01,*(c) Euthyrox Tab 50 mcg
53653234,VITT05,*(c) Vitamin B6 Tab 10 mg
53653235,RIFT01,*(c) Rifampicin Cap 300 mg
53653236,ISOT01,*(c) Isoniazid Tab 100 mg
53653237,BIOT02,*(c) Biocalm Tab 50 mg
53653238,XANT08,*(c) Xandase Tab 100mg
53653240,BEST01,*(c) Bestatin Tab 20 mg
53653241,VULT01,*(c) Vultin Cap 100 mg ( Gabapentin)
53653245,PYRT01,*(c) Pyrazinamide Tab 500 mg
53653246,ETHT01,*(c) Ethambutol 400 mg Tab (TOBUTOL)
53653248,SODT01,"*(r) Sodamint 300 mg , ,SMI=(Sodium Bica"
53653249,XANT08,"*(r) Allopurinol 100 mg , ,SMI=(ALLOPURINOL) "
53654752,AIRT01,*(c) Air-X Tab
53656525,DOST02,*(c) Dosanac Tab 50 mg
53656561,MIOI01,*(d) Miostat IO Solution 0.01 % (1.5 ml)
53656638,DIET01,*(d) Diethyl Carbamazine Tab 300 mg (Filadec)
53657110,CCLT01,*(c) C-Clox Cap 250 mg
53657127,VESI02,Vesimycin Inj. 10 MG *Chemo* (X)V0028 *HAD*
53657269,UNIE02,*(s) Unison Enema *100 ML
53657881,CART12,*(c) CarDEloc Tab 100 mg
53657885,QUAT01,*(c) Quantia Tab 25 mg
53658125,MXLAPTCWFD,PTCA Wire Asahi Fielder/Sion /         
53658131,MXLAPTCWFD,PTCA Wire Asahi Fielder/Sion /
53658267,RANT01,*(c) Ranidine TABLET 150 mg ( Xanidine)
53658268,ZEFI03,*(c) CeftaziDime Inj 1 gm ( ZefTAM )
53658270,BETT06,*(c) Betalol Tab 10 mg (Propranolol)
53664987,CART08,*(c) Caraten-25 Tab
53664992,MYFT02,*(c) Myfortic Tab 360 mg
53664995,ADRT02,*(c) Advagraf Cap 1 mg
53664996,FLUT05,*(c) Flucozole CAP. 200 MG.
53665123,COM001,Comfeel plus ulcer 20x20cm (hydrocolloid d
53665347,ITRT02,*(c) Itracon Cap 100 mg
53665699,AMII03,*(c) Amikacin Inj 500 mg (Akacin Inj)
53666145,MEDI01,*(c) Medizole Inj 500 mg/100ml
53668326,HIZT02,*(c) Hizin Tab 25 mg
53668436,ZANT01,*(c) Lercadip Tab 20 mg
53668715,ASTT02,*(c) Astair Chewable 5 mg
53669030,ISOT04,*(c) Isoptin SR Tab 240 mg
53669051,LORT03,*(c) LoRANTA Tab 50 mg
53669052,CLEI02,*(c) Clexane Inj 60 mg/0.6 ml
53669086,TOBE01,*(d) *ToBrex Eye Drops 5 ml
53669260,SOLI04,*(c) Solu-MEDrol INJ. 500 MG
53669571,LANT01,*(c) Digoxin Tab 0.25 mg *HAD*
53669826,CIFI01,*(c) Cifloxin IV 200 mg/100 ml
53669833,HYDT05,*(c) Hydroxyzine-FC 10 mg ( Hizin)
53670737,BIST03,*(c) Bisloc Tab 2.5 mg
53670998,THIT04,*(c) Thiamin-100 Tab 100 mg ( Vit. B1 Tab)
53671101,OSET03,*Off Auto**(d) Oseni Tab 25/15 mg                 
53671102,FORT03,*Off Auto**(d) Forxiga Tab 10mg                   
53671110,OSET03,*Off Auto**(d) Oseni Tab 25/15 mg
53671111,FORT03,*Off Auto**(d) Forxiga Tab 10mg
53671112,CLOI03,*Off Auto**(d) Cloxacillin Inj 1 g (T.P. Drug
53671125,CLOI03,*(c) Cloxacillin Inj 1 g (T.P. Drug)
53671638,EUTT02,*(c) Euthyrox Tab 100 mcg
53671644,SIXT01,*(c) Sixime Cap 100 mg
53671974,FLUL02,*(c) Fluimucil 200 MG.
53672747,BETT07,*(c) Betalol TAB 40 mg (Propranolol)
53673147,BRIT03,*(c) Brilinta Tab 90 mg
53673149,HYPT02,*(c) Hypercor Tab 5 mg
53673150,EZET01,*(c) Ezetrol Tab 10 mg
53673156,VAST02,*(c) Vastarel MR Tab 35 mg
53673157,ISMT01,*(c) Ismo-20 Tab
53673469,FULT01,*(c) Fulox Tab 20 mg
53673986,CONT03,*(c) ConTROloc TAB 40 MG
53674001,ONST01,*(c) Onsia TAB 4 mg
53674196,INNI02,"*(c) Innohep PFS 0.5 ml (10,000 IU/0.5ml)"
53674197,TRAT07,*(c) Trazodel Tab 50 mg
53674198,MERT06,*(c) Merasal Tab 30 mg
53674199,PORT01,*(c) Porazine Tab 4 mg
53674587,AMAT02,*(c) Amaryl Tab 2 mg
53674588,UTMT01,*(c) Utmos-30 Tab
53674589,THYT02,*(c) Thyrosit Tab 50 mcg
53674591,CERT01,*(c) Cerebroad Tab 25 mg
53674592,DIST03,*(c) Disol Tab 8 mg
53674593,FLUT04,*(c) Fluimucil-A 600 Tab
53674596,TRAT08,*(c) Trajenta 5mg Tab ()
53674882,ZOVI01,*(c) Zovirax Inj 250 mg
53676027,ROST01,*(c) Clindamycin Cap 300 mg ( Rosil Cap )
53676028,NAUT01,*(c) Nausil Tab 10 mg
53676115,CYMT01,*(c) Cymbalta Cap 60 mg
53676116,LYRT01,*(c) Lyrica Cap 75 mg
53676117,LYRT04,*(c) Lyrica Cap 25 mg
53676118,ULTT02,*(c) Ultracet Caplet
53676120,ZIMT01,*(c) Zimmex Tab 10 mg
53676122,AMLT02,*(c) AmLOpine *TAB 10 MG
53676291,CLOT07,*(s) Clopidogrel Tab 75 mg (NHSO/)
53677758,MIOI01,*(d) Miostat IO Solution 0.01 % (1.5 ml)     
53678278,ENAI01,*(d) Enantone L.P. 3.75 mg ED(2)            
53679046,LORT04,*(c) Lorita Tab 10 mg ()
53679559,KEPT02,*(c) Keppra Tab 500 mg
53681470,DIAT10,*(c) Diamicron MR Tab 60 mg
53681964,XYZT01,*(c) Xyzal Tab 5 mg
53681965,XATT02,*(c) Xatral XL Tab 10 mg
53681966,BLOT02,*(c) Blopress Tab 8 mg
53682149,XANT07,*(c) *Xandase Tab 300mg
53682541,HCQT01,*(c) HCQS Tab 200 mg
53682542,FURT03,*(c) FuRetic Tab 500 mg
53682548,ONET02,*(c) One-Alpha Cap 1 mcg
53682892,MAGT04,*(c) MAG-C Tab 500 mg (Vitamin C)
53682893,IMPT01,*(c) Impelium Cap 2mg (Generic Imodium)
53683170,PERT01,*(c) Periactin Tab
53683439,GALT03,*(c) Galvus Met FCT (50/500)
53683780,BIST03,*Off Auto**(d) Bisloc Tab 2.5 mg                  
53683781,AERT01,*Off Auto**(d) Aerius Tab 5 mg                    
53683782,PROT18,*Off Auto**(d) Prostagutt 160/120mg Cap           
53683973,MAGT03,*(c) Magoral Cap 140 mg
53684250,ONST02,*(c) Onsia TAB 8 MG
53684280,ADAT04,*(s) Adalat CR Tab 30 mg
53684445,CLEI01,*(c) Clexane Inj 40 mg/0.4 ml
53685286,FLUL02,*(s) Fluimucil 200 MG.                            
53685287,AMKT01,*(s) AMK-1000 Tab                                 
53685398,HART03,*(c) Harnal ocas Tab 0.4 mg
53685573,FENT03,*(c) Fenafex Tab 180 mg
53685754,HYDT03,*(c) Hydrochlorothiazide Tab 50mg(HCTZ)
53686526,ONSI02,*(c) Onsia Inj 8 mg
53686943,SIML02,*(d) Similac Advance LF 375 g                
53688186,AMPI02,*(c) Ampicillin Inj 1 g
53690175,METT09,*(c) Metadoxil Tab 500 mg
53691066,MXCHDTC513,Triple lumen [child]5 Fr.8cm./13 cm./    
53691068,MXCHDTC513,Triple lumen [child]5 Fr.8cm./13 cm./
53691873,TRAI02,*(c) Transamin Inj 250 mg/5 ml
53692368,USPT01,*(c)*(d) U-SPA Tab 100 mg
53693024,PREI03,(ID)PREPEnem Inj 500 mg             
53693031,MERT06,*(d) Merasal Tab 30 mg               
53693772,CART11,*(c) CarDOXA Tab 4 mg
53693775,CALT09,*(c) CALTAB-835 Tab
53693776,ORKT01,*(c) Orkelax Tab
53693900,AMKT01,*(c) AMK-1000 Tab
53694081,URST02,*(c) Ursolin Cap 250 mg
53695636,ASTT01,*(c) Astair Tab 10mg
53695637,NUET02,*(c) Nuelin SR Tab 200 mg
53695640,AZAT01,*(c) AZAthioprine Tab 50 mg
53696558,AMOT08,*(c) Amoxicillin Cap 500 mg (GPO MOX)
53696716,LIPT02,*(c) Lipochol Tab
53696990,LAMT12,*(d) Lamivudine Tab150 mg (  B24)        
53696991,EFAT05,*(d) Efavirenz Tab 600mg(   B24)         
53697009,ISOT08,*(c) Isomet Tab 250mg ( Aldomet)
53698310,CALT08,*(d) Calcit SG Cap 0.25 mcg                       
53698376,TEGT01,*(c) Tegretol Tab 200 mg
53698901,ASTI01,*(d) Astaz-P Inj 4.5 g               
53699205,LORT05,*(c) LoRANTA Tab 100 mg
53699214,DILT01,*(c) Dilantin Kapseal 100 mg
53700296,TWYT01,*(c) Twynsta (40/5) Tab
53700297,TIMT01,*(c) Timazol Tab 5 mg
53700298,MICT03,*(c) MicarDis Tab 80 mg
53700788,PRET16,*(c) Prevacid FDT 30 mg
53702136,HARI02,*(c) Haridol Inj 5 mg/ml
53702822,MUCL02,*(c) Mucilin SF 5 g
53704114,AMBT01,*(c) Ambufen Tab 400 mg
53705394,NAVT01,*(c) Navamin Tab 50 mg
53705397,ANAT05,*(c) ANapril *TAB. 20 MG.
53706040,ADDT01,*(c) Addi-K Tab 750 mg (slow release)
53706286,METT07,*(c) Metoprolol 200 Stada Retard Tab
53706452,DAXT01,*(c)*(d) Daxas Tab 500 mcg
53706461,AERT01,*(c) Aerius Tab 5 mg
53706462,DAXT01,*(c) Daxas Tab 500 mcg
53706471,FOSI02,*(c) Fosmicin Inj 4 gm
53707081,MICT02,*(c) MicarDis Tab 40 mg
53707091,DOXT01,*(c) Doxyclate Cap 100 mg
53707526,FLIE02,*(d) Flixotide 125mcg Evohaler            
53707545,FLUI06,*(c) Flucozole IV 100 mg/50 ml
53708385,NAPT01,*(c) Naprosian Tab 250 mg
53709170,MXLNGDP,[UC]Guiding cath.[Peripheral]**          
53709223,CALT08,*(c) Calcit SG Cap 0.25 mcg
53709224,VITT10,"*(c) Vitamin D2 Cap 20,000 u"
53709783,TIDT01,*(c) Tidar Tab 4 mg
53710134,MERT03,*(c) Mertigo Tab 12 mg
53711258,RANI01,*(c) RANIdine Inj 50 mg/2 ml
53711370,NELT03,*(c) Nelapine 20SR Cap
53711374,JANT01,*(c) Januvia Tab 50 mg
53711502,DEPT03,*(c) Depakine Chrono CR Tab 500 mg
53717055,AMPI01,*(c) Ampicillin Inj 500 mg
53717056,GENI05,*(c) Getamic Inj 80mg/2ml (amp)
53717521,BACI02,*(c) Bacin Inj ( Bactrim) (Co-Trimoxazole)
53718765,IRRT01,*(c) Irribow Tab 5 mcg
53719075,MEDT02,*(c) Meditic Tab ( Uretic)
53719340,CART04,*(c) Cardiprin-100 Tab
53720475,MODT03,*(c) Modil Tab 5 mg ( Noxidil)
53720485,EDAT01,*(c) Edarbi Tab 40mg
53720486,GANT01,*(c) Ganaton Tab 50 mg
53720487,RENT03,*(c) Renvela Tab 800 mg
53721176,ROST01,*(s) Clindamycin Cap 300 mg ( Rosil Cap )    
53721380,COVT02,*(d) Coversyl Arginine Tab 5 mg                   
53721381,LIVT02,*(d) Livalo Tab 2 mg                              
53721382,ADRT02,*(d) Advagraf Cap 1 mg                            
53721385,MYFT02,*(d) Myfortic Tab 360 mg                          
53721386,BENT04,*(d) Benarone Tab 100 mg                          
53721779,HERI02,*(d) Herbesser Inj 10 mg **               
53722556,CEFT01,*(c) Cefspan Cap 100 mg
53722646,LEFI02,*(c) Lefloxin Inj 750 mg/150 ml
53722648,PRET03,*(c) Prenolol Tab 100 mg
53722654,CEFT02,*(c) CEPhalex Cap 500 mg
53723114,ANDT03,*(c) Androlic Tab 50 mg (X)A0015
53723267,DACI02,*(d) Dacarbazine Inj 200 mg*Chemo* *HAD*  
53723268,DACI01,*(d) Dacarbazine Inj 100 mg*Chemo* *HAD*  
53723281,DACI01,*(d) Dacarbazine Inj 100 mg*Chemo* *HAD*
53723317,NEXT01,*(c) Nexium Tab 20 mg
53723318,SAMT03,*(c) Samarin Tab 140 mg
53726284,CART07,*(c) Cardura *XL* Tab 4 mg
53726289,ALPT01,*(c) Alpha-D3 Cap 0.25 mcg
53726291,MYOT02,*(c) Myonal Tab 50 mg
53727191,PURT02,*(c) Puroxan Tab 400 mg
53727608,NORT16,*(c) Norfloxacin 400 mg Tab
53728126,SODI01,*(d) **Sodium Bicarbonate 7.5% Inj 50 ml          
53728452,DEXT04,*(c) Dexa Tab 0.5 mg(Dexamethasone)
53728569,NEUT05,*(c) NeuroMET Tab 500 mcg
53728773,PRET14,*(c) Prenolol Tab 25 mg
53728829,REPT01,*(c) Reparil Tab 20 mg
53728831,METT03,*(c) Methycobal Tab 500 mcg
53728985,HYDT02,*(c) Hydrea Cap 500 mg (X)H0007 *HAD*
53730119,MYDT01,*(c) Mydocalm Tab 50 mg
53730653,URST02,*(c) Ursolin Cap 250 mg                   
53730950,ROST04,*(c) Rosuvastatin Tab 20 mg
53730951,EZET02,*(c) Ezetimibe (sandoz) Tab 10 mg
53730952,APRT05,*(c) Aprovel TAB 300 MG
53730959,INDT07,*(c) Indomethacin Cap 25 mg
53731495,MXSSKSTJJ,Skin Stapler                                 
53731541,SERT05,*(c) Seroquel Tab 25 mg
53733288,CADT03,*(c) Caduet (10/40) Tab
53733289,VITT13,*(c) Vitabion Tab(Vitamin B-1-6-12
53733292,OLMT01,*(c) Olmetec Tab 20 mg
53733294,NORT04,*(c) Norgesic Tab
53733797,MONT05,*(c) Montek Tab 10 mg
53735034,APOT01,*(c) Apolets Tab 75 mg
53735774,PLET05,(6)Pletaal SR Cap 100 mg
53735776,SODTX1,(6)Sodium Bicarbonate Cap 500 mg
53735777,MICT02,(6)MicarDis Tab 40 mg
53735778,ATOT02,(6)Atorvastatin Tab 40 mg (SANDOZ FCT)
53735782,NEBT01,*(c)(6)Nebilet Tab 5 mg
53735783,AMLT01,*(c)(6)AmLOpine Tab 5 mg
53735785,ATOT02,*(c)(6)Atorvastatin Tab 40 mg (SANDOZ FCT)
53735786,MICT02,*(c)(6)MicarDis Tab 40 mg
53735787,SODTX1,*(c)(6)Sodium Bicarbonate Cap 500 mg
53735789,PLET05,*(c)(6)Pletaal SR Cap 100 mg
53736212,MELT04,*(c) MeLOX Tab ( 15 mg )
53736217,BEST02,*(c) Bestatin TAB 40 MG.                  
53736220,MELT04,*(c) MeLOX Tab ( 15 mg )                  
53736554,DOST01,*(c) Dosanac Tab 25 mg
53736682,DIAT07,*(c) Diamox Tab 250 mg
53738973,CIFT01,*(c) Cifloxin Tab 250 mg
53740132,STET01,*(c) Stei Tab 16 mg
53742793,CHLI04,*(c) Chlorpheniramine Inj 10 mg/ml (G.P.O)
53743311,NITT02,*(c) Nitaquin Tab 250 mg (Chloroquin)
53743388,CACI01,*(d) Cacare Inj. 1mcg/ml                     
53743403,CACI01,*(c)*(d) Cacare Inj. 1mcg/ml
53743419,NEBT01,*(c) Nebilet Tab 5 mg
53743420,CACI01,*(c) Cacare Inj. 1mcg/ml
53743424,COVT04,*(c) Coveram (5/5) Tab
53743425,ZEMT01,*(c) Zemiglo Tab 50 mg
53743896,RIMT01,*(c) Rimstar 4-FDC Tab
53744367,BETT05,*(c) Betaloc Zok 100 mg ER Tab
53744679,PLET05,*(c) Pletaal SR Cap 100 mg
53744680,VALT01,*(c) Valdoxan Tab 25 mg
53745147,MERT04,*(c) Merislon Tab 12 mg
53745260,ARIT01,*(d) Aricept Tab 5 mg                     
53745266,ARIT01,*(d) Aricept Tab 5 mg (Evess)
53745359,CIPI02,*(c) Ciprobay INJ. *400 mg/200 ml
53745398,BRIT03,*(c) BRILINTA Tab 90 mg
53745552,EFET01,*(c) Efexor XR Cap 75 mg
53745632,DAFT03,*(c) Dafomin Tab 500 mg
53746634,INDT01,*(c)*(d) **Inderal Tab 10 mg
53746695,DUOT01,*(c) Duocetz Tab
53747932,EZET02,*(d) Ezetimibe (sandoz) Tab 10 mg            
53748416,DILI01,*(c) Dilantin Inj 250 mg/5 ml
53748417,LASI01,*(c) Lasix Inj 20 mg/2 ml
53748424,DEPI03,*(c) Depakine Inj 400 mg/4 ml
53748950,FIRT01,*(c) Firide Tab 5 mg
53748953,SERT13,*(c) Seroquel XR Tab 50 mg
53748954,ARIT01,*(c) Aricept Tab 5 mg
53752165,FELT05,*Off Auto**(d) Felodipine Sandoz 10mg SR Tab      
53752193,FELT05,*(c) Felodipine Sandoz 10mg SR Tab
53753691,ARIT03,*(c) *Aricept Tab 10 mg
53753832,FORT03,*(c) Forxiga Tab 10mg
53753833,OSET02,*(c) OSEni Tab 25/30 mg
53753836,CYMT02,*(c) Cymbalta Cap 30 mg
53754200,TELT02,*(c) Telfast Tab 60 mg
53754203,PROT18,*(c) Prostagutt 160/120mg Cap
53754204,AVOT01,*(c) AVodart Cap 0.5 mg
53754210,CLOT05,*(c) Clopaze Tab 25 mg
53754211,CADT02,*(c) Caduet (10/20) Tab
53754575,SALT06,*(c) SalaZINE Tab 500 mg
